nohup: ignoring input
num_gpus: 1
['train.py', '--config=configs/DNS-large-full-watermark-weight-0.01-delay-100k.json', '--rank=0', '--group_name=group_2025_11_17-175728']
WATERMARK WEIGHT IN DATASET: 0.01
WATERMARK WEIGHT IN UTIL: 0.01
WATERMARK DELAY IN UTIL: 100000
WATERMARK WEIGHT IN TRAIN: 0.01
WATERMARK DELAY IN TRAIN: 100000
exp_path: DNS-large-full-watermark-weight-0.01-delay-100k
ckpt_directory:  ./exp/DNS-large-full-watermark-weight-0.01-delay-100k/checkpoint
Data loaded
CleanUNet Parameters: 46.071937M;  
No valid checkpoint model found, start training from initialization.
Iteration 0:	Reduced Total Loss: 1.471	Total Loss: 1.471	reconstruct: 0.021	stft_sc: 0.490	stft_mag: 0.961
Iteration 35337:	Reduced Total Loss: 0.362	Total Loss: 0.362	reconstruct: 0.004	stft_sc: 0.092	stft_mag: 0.266
Iteration 35357:	Reduced Total Loss: 0.454	Total Loss: 0.454	reconstruct: 0.005	stft_sc: 0.095	stft_mag: 0.355
Iteration 35377:	Reduced Total Loss: 0.416	Total Loss: 0.416	reconstruct: 0.005	stft_sc: 0.089	stft_mag: 0.323
Iteration 35397:	Reduced Total Loss: 0.376	Total Loss: 0.376	reconstruct: 0.004	stft_sc: 0.059	stft_mag: 0.314
Iteration 35417:	Reduced Total Loss: 0.366	Total Loss: 0.366	reconstruct: 0.004	stft_sc: 0.060	stft_mag: 0.303
Iteration 35437:	Reduced Total Loss: 0.472	Total Loss: 0.472	reconstruct: 0.008	stft_sc: 0.146	stft_mag: 0.318
Iteration 35457:	Reduced Total Loss: 0.400	Total Loss: 0.400	reconstruct: 0.005	stft_sc: 0.099	stft_mag: 0.297
Iteration 35477:	Reduced Total Loss: 0.470	Total Loss: 0.470	reconstruct: 0.005	stft_sc: 0.108	stft_mag: 0.356
Iteration 35497:	Reduced Total Loss: 0.374	Total Loss: 0.374	reconstruct: 0.004	stft_sc: 0.067	stft_mag: 0.304
Iteration 35517:	Reduced Total Loss: 0.360	Total Loss: 0.360	reconstruct: 0.005	stft_sc: 0.056	stft_mag: 0.298
Iteration 35537:	Reduced Total Loss: 0.392	Total Loss: 0.392	reconstruct: 0.006	stft_sc: 0.096	stft_mag: 0.290
Iteration 35557:	Reduced Total Loss: 0.368	Total Loss: 0.368	reconstruct: 0.004	stft_sc: 0.067	stft_mag: 0.297
Iteration 35577:	Reduced Total Loss: 0.362	Total Loss: 0.362	reconstruct: 0.004	stft_sc: 0.061	stft_mag: 0.298
Iteration 35597:	Reduced Total Loss: 0.474	Total Loss: 0.474	reconstruct: 0.006	stft_sc: 0.109	stft_mag: 0.358
Iteration 35617:	Reduced Total Loss: 0.511	Total Loss: 0.511	reconstruct: 0.008	stft_sc: 0.150	stft_mag: 0.354
Iteration 35637:	Reduced Total Loss: 0.367	Total Loss: 0.367	reconstruct: 0.004	stft_sc: 0.057	stft_mag: 0.306
Iteration 35657:	Reduced Total Loss: 0.367	Total Loss: 0.367	reconstruct: 0.004	stft_sc: 0.088	stft_mag: 0.275
Iteration 35677:	Reduced Total Loss: 0.333	Total Loss: 0.333	reconstruct: 0.003	stft_sc: 0.040	stft_mag: 0.291
Iteration 35697:	Reduced Total Loss: 0.470	Total Loss: 0.470	reconstruct: 0.009	stft_sc: 0.164	stft_mag: 0.297
Iteration 35717:	Reduced Total Loss: 0.503	Total Loss: 0.503	reconstruct: 0.007	stft_sc: 0.111	stft_mag: 0.385
Iteration 35737:	Reduced Total Loss: 0.301	Total Loss: 0.301	reconstruct: 0.003	stft_sc: 0.041	stft_mag: 0.257
Iteration 35757:	Reduced Total Loss: 0.377	Total Loss: 0.377	reconstruct: 0.005	stft_sc: 0.056	stft_mag: 0.316
Iteration 35777:	Reduced Total Loss: 0.431	Total Loss: 0.431	reconstruct: 0.007	stft_sc: 0.106	stft_mag: 0.319
Iteration 35797:	Reduced Total Loss: 0.422	Total Loss: 0.422	reconstruct: 0.005	stft_sc: 0.090	stft_mag: 0.327
Iteration 35817:	Reduced Total Loss: 0.400	Total Loss: 0.400	reconstruct: 0.004	stft_sc: 0.073	stft_mag: 0.322
Iteration 35837:	Reduced Total Loss: 0.430	Total Loss: 0.430	reconstruct: 0.005	stft_sc: 0.111	stft_mag: 0.315
Iteration 35857:	Reduced Total Loss: 0.346	Total Loss: 0.346	reconstruct: 0.003	stft_sc: 0.075	stft_mag: 0.268
Iteration 35877:	Reduced Total Loss: 0.328	Total Loss: 0.328	reconstruct: 0.002	stft_sc: 0.072	stft_mag: 0.254
Iteration 35897:	Reduced Total Loss: 0.303	Total Loss: 0.303	reconstruct: 0.003	stft_sc: 0.044	stft_mag: 0.257
Iteration 35917:	Reduced Total Loss: 0.371	Total Loss: 0.371	reconstruct: 0.005	stft_sc: 0.105	stft_mag: 0.261
Iteration 35937:	Reduced Total Loss: 0.467	Total Loss: 0.467	reconstruct: 0.005	stft_sc: 0.085	stft_mag: 0.377
Iteration 35957:	Reduced Total Loss: 0.257	Total Loss: 0.257	reconstruct: 0.002	stft_sc: 0.041	stft_mag: 0.215
Iteration 35977:	Reduced Total Loss: 0.397	Total Loss: 0.397	reconstruct: 0.006	stft_sc: 0.053	stft_mag: 0.339
Iteration 35997:	Reduced Total Loss: 0.435	Total Loss: 0.435	reconstruct: 0.008	stft_sc: 0.122	stft_mag: 0.305
Iteration 36017:	Reduced Total Loss: 0.277	Total Loss: 0.277	reconstruct: 0.003	stft_sc: 0.037	stft_mag: 0.237
Iteration 36037:	Reduced Total Loss: 0.341	Total Loss: 0.341	reconstruct: 0.005	stft_sc: 0.057	stft_mag: 0.279
Iteration 36048:	Reduced Total Loss: 0.471	Total Loss: 0.471	reconstruct: 0.004	stft_sc: 0.088	stft_mag: 0.380
Iteration 36068:	Reduced Total Loss: 0.496	Total Loss: 0.496	reconstruct: 0.007	stft_sc: 0.115	stft_mag: 0.373
Iteration 36088:	Reduced Total Loss: 0.455	Total Loss: 0.455	reconstruct: 0.007	stft_sc: 0.094	stft_mag: 0.354
Iteration 36108:	Reduced Total Loss: 0.491	Total Loss: 0.491	reconstruct: 0.006	stft_sc: 0.081	stft_mag: 0.404
Iteration 36128:	Reduced Total Loss: 0.396	Total Loss: 0.396	reconstruct: 0.005	stft_sc: 0.058	stft_mag: 0.333
Iteration 36148:	Reduced Total Loss: 0.494	Total Loss: 0.494	reconstruct: 0.006	stft_sc: 0.108	stft_mag: 0.380
Iteration 36168:	Reduced Total Loss: 0.344	Total Loss: 0.344	reconstruct: 0.005	stft_sc: 0.043	stft_mag: 0.297
Iteration 36188:	Reduced Total Loss: 0.292	Total Loss: 0.292	reconstruct: 0.002	stft_sc: 0.040	stft_mag: 0.250
Iteration 36208:	Reduced Total Loss: 0.305	Total Loss: 0.305	reconstruct: 0.003	stft_sc: 0.050	stft_mag: 0.251
Iteration 36228:	Reduced Total Loss: 0.385	Total Loss: 0.385	reconstruct: 0.005	stft_sc: 0.070	stft_mag: 0.310
Iteration 36248:	Reduced Total Loss: 0.297	Total Loss: 0.297	reconstruct: 0.002	stft_sc: 0.043	stft_mag: 0.251
Iteration 36268:	Reduced Total Loss: 0.344	Total Loss: 0.344	reconstruct: 0.003	stft_sc: 0.045	stft_mag: 0.296
Iteration 36288:	Reduced Total Loss: 0.448	Total Loss: 0.448	reconstruct: 0.007	stft_sc: 0.087	stft_mag: 0.354
Iteration 36308:	Reduced Total Loss: 0.357	Total Loss: 0.357	reconstruct: 0.003	stft_sc: 0.051	stft_mag: 0.303
Iteration 36328:	Reduced Total Loss: 0.361	Total Loss: 0.361	reconstruct: 0.004	stft_sc: 0.075	stft_mag: 0.282
Iteration 36348:	Reduced Total Loss: 0.396	Total Loss: 0.396	reconstruct: 0.003	stft_sc: 0.060	stft_mag: 0.333
Iteration 36368:	Reduced Total Loss: 0.438	Total Loss: 0.438	reconstruct: 0.009	stft_sc: 0.113	stft_mag: 0.316
Iteration 36388:	Reduced Total Loss: 0.470	Total Loss: 0.470	reconstruct: 0.006	stft_sc: 0.121	stft_mag: 0.343
Iteration 36408:	Reduced Total Loss: 0.346	Total Loss: 0.346	reconstruct: 0.004	stft_sc: 0.065	stft_mag: 0.277
Iteration 36428:	Reduced Total Loss: 0.412	Total Loss: 0.412	reconstruct: 0.007	stft_sc: 0.090	stft_mag: 0.315
Iteration 36448:	Reduced Total Loss: 0.261	Total Loss: 0.261	reconstruct: 0.003	stft_sc: 0.037	stft_mag: 0.221
Iteration 36468:	Reduced Total Loss: 0.391	Total Loss: 0.391	reconstruct: 0.006	stft_sc: 0.112	stft_mag: 0.273
Iteration 36488:	Reduced Total Loss: 0.264	Total Loss: 0.264	reconstruct: 0.002	stft_sc: 0.032	stft_mag: 0.230
Iteration 36508:	Reduced Total Loss: 0.325	Total Loss: 0.325	reconstruct: 0.003	stft_sc: 0.049	stft_mag: 0.273
Iteration 36528:	Reduced Total Loss: 0.424	Total Loss: 0.424	reconstruct: 0.004	stft_sc: 0.089	stft_mag: 0.331
Iteration 36548:	Reduced Total Loss: 0.585	Total Loss: 0.585	reconstruct: 0.011	stft_sc: 0.140	stft_mag: 0.434
Iteration 36568:	Reduced Total Loss: 0.440	Total Loss: 0.440	reconstruct: 0.006	stft_sc: 0.093	stft_mag: 0.340
Iteration 36588:	Reduced Total Loss: 0.536	Total Loss: 0.536	reconstruct: 0.009	stft_sc: 0.131	stft_mag: 0.397
Iteration 36608:	Reduced Total Loss: 0.426	Total Loss: 0.426	reconstruct: 0.007	stft_sc: 0.118	stft_mag: 0.301
Iteration 36628:	Reduced Total Loss: 0.417	Total Loss: 0.417	reconstruct: 0.004	stft_sc: 0.064	stft_mag: 0.350
Iteration 36648:	Reduced Total Loss: 0.325	Total Loss: 0.325	reconstruct: 0.003	stft_sc: 0.046	stft_mag: 0.276
Iteration 36668:	Reduced Total Loss: 0.436	Total Loss: 0.436	reconstruct: 0.005	stft_sc: 0.064	stft_mag: 0.368
Iteration 36688:	Reduced Total Loss: 0.380	Total Loss: 0.380	reconstruct: 0.006	stft_sc: 0.102	stft_mag: 0.272
Iteration 36708:	Reduced Total Loss: 0.552	Total Loss: 0.552	reconstruct: 0.006	stft_sc: 0.080	stft_mag: 0.466
Iteration 36728:	Reduced Total Loss: 0.503	Total Loss: 0.503	reconstruct: 0.008	stft_sc: 0.117	stft_mag: 0.378
Iteration 36748:	Reduced Total Loss: 0.383	Total Loss: 0.383	reconstruct: 0.005	stft_sc: 0.071	stft_mag: 0.306
Iteration 36768:	Reduced Total Loss: 0.276	Total Loss: 0.276	reconstruct: 0.002	stft_sc: 0.033	stft_mag: 0.241
Iteration 36788:	Reduced Total Loss: 0.348	Total Loss: 0.348	reconstruct: 0.004	stft_sc: 0.051	stft_mag: 0.293
Iteration 36799:	Reduced Total Loss: 0.419	Total Loss: 0.419	reconstruct: 0.007	stft_sc: 0.092	stft_mag: 0.320
Iteration 36819:	Reduced Total Loss: 0.460	Total Loss: 0.460	reconstruct: 0.007	stft_sc: 0.115	stft_mag: 0.338
Iteration 36839:	Reduced Total Loss: 0.476	Total Loss: 0.476	reconstruct: 0.007	stft_sc: 0.155	stft_mag: 0.315
Iteration 36859:	Reduced Total Loss: 0.349	Total Loss: 0.349	reconstruct: 0.004	stft_sc: 0.069	stft_mag: 0.276
Iteration 36879:	Reduced Total Loss: 0.289	Total Loss: 0.289	reconstruct: 0.003	stft_sc: 0.052	stft_mag: 0.234
Iteration 36899:	Reduced Total Loss: 0.279	Total Loss: 0.279	reconstruct: 0.002	stft_sc: 0.055	stft_mag: 0.222
Iteration 36919:	Reduced Total Loss: 0.319	Total Loss: 0.319	reconstruct: 0.006	stft_sc: 0.084	stft_mag: 0.229
Iteration 36939:	Reduced Total Loss: 0.416	Total Loss: 0.416	reconstruct: 0.006	stft_sc: 0.099	stft_mag: 0.311
Iteration 36959:	Reduced Total Loss: 0.320	Total Loss: 0.320	reconstruct: 0.003	stft_sc: 0.036	stft_mag: 0.281
Iteration 36979:	Reduced Total Loss: 0.353	Total Loss: 0.353	reconstruct: 0.005	stft_sc: 0.062	stft_mag: 0.285
Iteration 36999:	Reduced Total Loss: 0.330	Total Loss: 0.330	reconstruct: 0.004	stft_sc: 0.053	stft_mag: 0.273
Iteration 37019:	Reduced Total Loss: 0.490	Total Loss: 0.490	reconstruct: 0.008	stft_sc: 0.109	stft_mag: 0.372
Iteration 37039:	Reduced Total Loss: 0.469	Total Loss: 0.469	reconstruct: 0.006	stft_sc: 0.094	stft_mag: 0.369
Iteration 37059:	Reduced Total Loss: 0.464	Total Loss: 0.464	reconstruct: 0.008	stft_sc: 0.085	stft_mag: 0.371
Iteration 37079:	Reduced Total Loss: 0.402	Total Loss: 0.402	reconstruct: 0.006	stft_sc: 0.090	stft_mag: 0.307
Iteration 37099:	Reduced Total Loss: 0.414	Total Loss: 0.414	reconstruct: 0.005	stft_sc: 0.060	stft_mag: 0.349
Iteration 37119:	Reduced Total Loss: 0.388	Total Loss: 0.388	reconstruct: 0.006	stft_sc: 0.065	stft_mag: 0.317
Iteration 37139:	Reduced Total Loss: 0.362	Total Loss: 0.362	reconstruct: 0.003	stft_sc: 0.047	stft_mag: 0.312
Iteration 37159:	Reduced Total Loss: 0.485	Total Loss: 0.485	reconstruct: 0.006	stft_sc: 0.146	stft_mag: 0.333
Iteration 37179:	Reduced Total Loss: 0.339	Total Loss: 0.339	reconstruct: 0.002	stft_sc: 0.054	stft_mag: 0.283
Iteration 37199:	Reduced Total Loss: 0.422	Total Loss: 0.422	reconstruct: 0.007	stft_sc: 0.074	stft_mag: 0.341
Iteration 37219:	Reduced Total Loss: 0.379	Total Loss: 0.379	reconstruct: 0.004	stft_sc: 0.107	stft_mag: 0.267
Iteration 37239:	Reduced Total Loss: 0.351	Total Loss: 0.351	reconstruct: 0.004	stft_sc: 0.080	stft_mag: 0.267
Iteration 37259:	Reduced Total Loss: 0.373	Total Loss: 0.373	reconstruct: 0.004	stft_sc: 0.077	stft_mag: 0.292
Iteration 37279:	Reduced Total Loss: 0.518	Total Loss: 0.518	reconstruct: 0.006	stft_sc: 0.105	stft_mag: 0.407
Iteration 37299:	Reduced Total Loss: 0.341	Total Loss: 0.341	reconstruct: 0.003	stft_sc: 0.088	stft_mag: 0.250
Iteration 37319:	Reduced Total Loss: 0.393	Total Loss: 0.393	reconstruct: 0.003	stft_sc: 0.059	stft_mag: 0.331
Iteration 37339:	Reduced Total Loss: 0.456	Total Loss: 0.456	reconstruct: 0.006	stft_sc: 0.079	stft_mag: 0.372
Iteration 37359:	Reduced Total Loss: 0.515	Total Loss: 0.515	reconstruct: 0.006	stft_sc: 0.147	stft_mag: 0.362
Iteration 37379:	Reduced Total Loss: 0.340	Total Loss: 0.340	reconstruct: 0.003	stft_sc: 0.085	stft_mag: 0.253
Iteration 37399:	Reduced Total Loss: 0.399	Total Loss: 0.399	reconstruct: 0.005	stft_sc: 0.101	stft_mag: 0.293
Iteration 37419:	Reduced Total Loss: 0.452	Total Loss: 0.452	reconstruct: 0.005	stft_sc: 0.112	stft_mag: 0.334
Iteration 37439:	Reduced Total Loss: 0.474	Total Loss: 0.474	reconstruct: 0.005	stft_sc: 0.104	stft_mag: 0.365
Iteration 37459:	Reduced Total Loss: 0.334	Total Loss: 0.334	reconstruct: 0.003	stft_sc: 0.045	stft_mag: 0.287
Iteration 37479:	Reduced Total Loss: 0.421	Total Loss: 0.421	reconstruct: 0.007	stft_sc: 0.093	stft_mag: 0.321
Iteration 37499:	Reduced Total Loss: 0.386	Total Loss: 0.386	reconstruct: 0.005	stft_sc: 0.084	stft_mag: 0.297
Iteration 37519:	Reduced Total Loss: 0.397	Total Loss: 0.397	reconstruct: 0.006	stft_sc: 0.101	stft_mag: 0.290
Iteration 37539:	Reduced Total Loss: 0.461	Total Loss: 0.461	reconstruct: 0.004	stft_sc: 0.075	stft_mag: 0.382
Iteration 37550:	Reduced Total Loss: 0.403	Total Loss: 0.403	reconstruct: 0.004	stft_sc: 0.067	stft_mag: 0.333
Iteration 37570:	Reduced Total Loss: 0.398	Total Loss: 0.398	reconstruct: 0.005	stft_sc: 0.068	stft_mag: 0.324
Iteration 37590:	Reduced Total Loss: 0.410	Total Loss: 0.410	reconstruct: 0.003	stft_sc: 0.093	stft_mag: 0.314
Iteration 37610:	Reduced Total Loss: 0.411	Total Loss: 0.411	reconstruct: 0.006	stft_sc: 0.093	stft_mag: 0.313
Iteration 37630:	Reduced Total Loss: 0.528	Total Loss: 0.528	reconstruct: 0.008	stft_sc: 0.121	stft_mag: 0.398
Iteration 37650:	Reduced Total Loss: 0.432	Total Loss: 0.432	reconstruct: 0.004	stft_sc: 0.080	stft_mag: 0.348
Iteration 37670:	Reduced Total Loss: 0.345	Total Loss: 0.345	reconstruct: 0.003	stft_sc: 0.048	stft_mag: 0.293
Iteration 37690:	Reduced Total Loss: 0.374	Total Loss: 0.374	reconstruct: 0.007	stft_sc: 0.101	stft_mag: 0.266
Iteration 37710:	Reduced Total Loss: 0.288	Total Loss: 0.288	reconstruct: 0.003	stft_sc: 0.029	stft_mag: 0.256
Iteration 37730:	Reduced Total Loss: 0.257	Total Loss: 0.257	reconstruct: 0.003	stft_sc: 0.053	stft_mag: 0.201
Iteration 37750:	Reduced Total Loss: 0.372	Total Loss: 0.372	reconstruct: 0.004	stft_sc: 0.060	stft_mag: 0.307
Iteration 37770:	Reduced Total Loss: 0.422	Total Loss: 0.422	reconstruct: 0.004	stft_sc: 0.093	stft_mag: 0.326
Iteration 37790:	Reduced Total Loss: 0.240	Total Loss: 0.240	reconstruct: 0.003	stft_sc: 0.053	stft_mag: 0.183
Iteration 37810:	Reduced Total Loss: 0.398	Total Loss: 0.398	reconstruct: 0.005	stft_sc: 0.084	stft_mag: 0.308
Iteration 37830:	Reduced Total Loss: 0.355	Total Loss: 0.355	reconstruct: 0.004	stft_sc: 0.071	stft_mag: 0.280
Iteration 37850:	Reduced Total Loss: 0.318	Total Loss: 0.318	reconstruct: 0.003	stft_sc: 0.033	stft_mag: 0.283
Iteration 37870:	Reduced Total Loss: 0.281	Total Loss: 0.281	reconstruct: 0.004	stft_sc: 0.042	stft_mag: 0.235
Iteration 37890:	Reduced Total Loss: 0.438	Total Loss: 0.438	reconstruct: 0.005	stft_sc: 0.085	stft_mag: 0.348
Iteration 37910:	Reduced Total Loss: 0.363	Total Loss: 0.363	reconstruct: 0.004	stft_sc: 0.061	stft_mag: 0.298
Iteration 37930:	Reduced Total Loss: 0.429	Total Loss: 0.429	reconstruct: 0.004	stft_sc: 0.053	stft_mag: 0.373
Iteration 37950:	Reduced Total Loss: 0.468	Total Loss: 0.468	reconstruct: 0.005	stft_sc: 0.083	stft_mag: 0.379
Iteration 37970:	Reduced Total Loss: 0.304	Total Loss: 0.304	reconstruct: 0.004	stft_sc: 0.043	stft_mag: 0.257
Iteration 37990:	Reduced Total Loss: 0.345	Total Loss: 0.345	reconstruct: 0.003	stft_sc: 0.088	stft_mag: 0.253
Iteration 38010:	Reduced Total Loss: 0.395	Total Loss: 0.395	reconstruct: 0.003	stft_sc: 0.078	stft_mag: 0.314
Iteration 38030:	Reduced Total Loss: 0.330	Total Loss: 0.330	reconstruct: 0.003	stft_sc: 0.035	stft_mag: 0.292
Iteration 38050:	Reduced Total Loss: 0.350	Total Loss: 0.350	reconstruct: 0.003	stft_sc: 0.053	stft_mag: 0.294
Iteration 38070:	Reduced Total Loss: 0.453	Total Loss: 0.453	reconstruct: 0.007	stft_sc: 0.109	stft_mag: 0.338
Iteration 38090:	Reduced Total Loss: 0.444	Total Loss: 0.444	reconstruct: 0.006	stft_sc: 0.086	stft_mag: 0.352
Iteration 38110:	Reduced Total Loss: 0.398	Total Loss: 0.398	reconstruct: 0.007	stft_sc: 0.085	stft_mag: 0.305
Iteration 38130:	Reduced Total Loss: 0.243	Total Loss: 0.243	reconstruct: 0.002	stft_sc: 0.030	stft_mag: 0.211
Iteration 38150:	Reduced Total Loss: 0.416	Total Loss: 0.416	reconstruct: 0.006	stft_sc: 0.117	stft_mag: 0.293
Iteration 38170:	Reduced Total Loss: 0.439	Total Loss: 0.439	reconstruct: 0.005	stft_sc: 0.084	stft_mag: 0.350
Iteration 38190:	Reduced Total Loss: 0.286	Total Loss: 0.286	reconstruct: 0.004	stft_sc: 0.057	stft_mag: 0.225
Iteration 38210:	Reduced Total Loss: 0.315	Total Loss: 0.315	reconstruct: 0.003	stft_sc: 0.036	stft_mag: 0.276
Iteration 38230:	Reduced Total Loss: 0.484	Total Loss: 0.484	reconstruct: 0.007	stft_sc: 0.099	stft_mag: 0.378
Iteration 38250:	Reduced Total Loss: 0.450	Total Loss: 0.450	reconstruct: 0.006	stft_sc: 0.102	stft_mag: 0.342
Iteration 38270:	Reduced Total Loss: 0.336	Total Loss: 0.336	reconstruct: 0.003	stft_sc: 0.054	stft_mag: 0.279
Iteration 38290:	Reduced Total Loss: 0.398	Total Loss: 0.398	reconstruct: 0.005	stft_sc: 0.065	stft_mag: 0.328
Iteration 38301:	Reduced Total Loss: 0.285	Total Loss: 0.285	reconstruct: 0.003	stft_sc: 0.042	stft_mag: 0.239
Iteration 38321:	Reduced Total Loss: 0.301	Total Loss: 0.301	reconstruct: 0.003	stft_sc: 0.079	stft_mag: 0.219
Iteration 38341:	Reduced Total Loss: 0.275	Total Loss: 0.275	reconstruct: 0.003	stft_sc: 0.042	stft_mag: 0.230
Iteration 38361:	Reduced Total Loss: 0.444	Total Loss: 0.444	reconstruct: 0.005	stft_sc: 0.105	stft_mag: 0.335
Iteration 38381:	Reduced Total Loss: 0.342	Total Loss: 0.342	reconstruct: 0.003	stft_sc: 0.046	stft_mag: 0.293
Iteration 38401:	Reduced Total Loss: 0.490	Total Loss: 0.490	reconstruct: 0.005	stft_sc: 0.073	stft_mag: 0.412
Iteration 38421:	Reduced Total Loss: 0.359	Total Loss: 0.359	reconstruct: 0.003	stft_sc: 0.054	stft_mag: 0.302
Iteration 38441:	Reduced Total Loss: 0.402	Total Loss: 0.402	reconstruct: 0.004	stft_sc: 0.080	stft_mag: 0.318
Iteration 38461:	Reduced Total Loss: 0.378	Total Loss: 0.378	reconstruct: 0.003	stft_sc: 0.068	stft_mag: 0.308
Iteration 38481:	Reduced Total Loss: 0.322	Total Loss: 0.322	reconstruct: 0.004	stft_sc: 0.053	stft_mag: 0.266
Iteration 38501:	Reduced Total Loss: 0.380	Total Loss: 0.380	reconstruct: 0.005	stft_sc: 0.051	stft_mag: 0.323
Iteration 38521:	Reduced Total Loss: 0.420	Total Loss: 0.420	reconstruct: 0.009	stft_sc: 0.109	stft_mag: 0.302
Iteration 38541:	Reduced Total Loss: 0.522	Total Loss: 0.522	reconstruct: 0.006	stft_sc: 0.123	stft_mag: 0.393
Iteration 38561:	Reduced Total Loss: 0.428	Total Loss: 0.428	reconstruct: 0.006	stft_sc: 0.099	stft_mag: 0.323
Iteration 38581:	Reduced Total Loss: 0.311	Total Loss: 0.311	reconstruct: 0.003	stft_sc: 0.054	stft_mag: 0.255
Iteration 38601:	Reduced Total Loss: 0.477	Total Loss: 0.477	reconstruct: 0.006	stft_sc: 0.091	stft_mag: 0.380
Iteration 38621:	Reduced Total Loss: 0.396	Total Loss: 0.396	reconstruct: 0.004	stft_sc: 0.069	stft_mag: 0.323
Iteration 38641:	Reduced Total Loss: 0.569	Total Loss: 0.569	reconstruct: 0.009	stft_sc: 0.147	stft_mag: 0.414
Iteration 38661:	Reduced Total Loss: 0.360	Total Loss: 0.360	reconstruct: 0.004	stft_sc: 0.080	stft_mag: 0.276
Iteration 38681:	Reduced Total Loss: 0.383	Total Loss: 0.383	reconstruct: 0.003	stft_sc: 0.064	stft_mag: 0.315
Iteration 38701:	Reduced Total Loss: 0.520	Total Loss: 0.520	reconstruct: 0.008	stft_sc: 0.138	stft_mag: 0.374
Iteration 38721:	Reduced Total Loss: 0.410	Total Loss: 0.410	reconstruct: 0.006	stft_sc: 0.109	stft_mag: 0.294
Iteration 38741:	Reduced Total Loss: 0.424	Total Loss: 0.424	reconstruct: 0.007	stft_sc: 0.111	stft_mag: 0.306
Iteration 38761:	Reduced Total Loss: 0.272	Total Loss: 0.272	reconstruct: 0.003	stft_sc: 0.054	stft_mag: 0.215
Iteration 38781:	Reduced Total Loss: 0.379	Total Loss: 0.379	reconstruct: 0.003	stft_sc: 0.050	stft_mag: 0.327
Iteration 38801:	Reduced Total Loss: 0.441	Total Loss: 0.441	reconstruct: 0.007	stft_sc: 0.080	stft_mag: 0.354
Iteration 38821:	Reduced Total Loss: 0.391	Total Loss: 0.391	reconstruct: 0.005	stft_sc: 0.099	stft_mag: 0.287
Iteration 38841:	Reduced Total Loss: 0.460	Total Loss: 0.460	reconstruct: 0.005	stft_sc: 0.130	stft_mag: 0.325
Iteration 38861:	Reduced Total Loss: 0.491	Total Loss: 0.491	reconstruct: 0.007	stft_sc: 0.100	stft_mag: 0.384
Iteration 38881:	Reduced Total Loss: 0.516	Total Loss: 0.516	reconstruct: 0.005	stft_sc: 0.123	stft_mag: 0.388
Iteration 38901:	Reduced Total Loss: 0.326	Total Loss: 0.326	reconstruct: 0.004	stft_sc: 0.045	stft_mag: 0.276
Iteration 38921:	Reduced Total Loss: 0.394	Total Loss: 0.394	reconstruct: 0.006	stft_sc: 0.134	stft_mag: 0.254
Iteration 38941:	Reduced Total Loss: 0.496	Total Loss: 0.496	reconstruct: 0.010	stft_sc: 0.152	stft_mag: 0.335
Iteration 38961:	Reduced Total Loss: 0.381	Total Loss: 0.381	reconstruct: 0.005	stft_sc: 0.093	stft_mag: 0.283
Iteration 38981:	Reduced Total Loss: 0.442	Total Loss: 0.442	reconstruct: 0.005	stft_sc: 0.083	stft_mag: 0.355
Iteration 39001:	Reduced Total Loss: 0.392	Total Loss: 0.392	reconstruct: 0.003	stft_sc: 0.057	stft_mag: 0.331
Iteration 39021:	Reduced Total Loss: 0.277	Total Loss: 0.277	reconstruct: 0.002	stft_sc: 0.035	stft_mag: 0.240
Iteration 39041:	Reduced Total Loss: 0.356	Total Loss: 0.356	reconstruct: 0.003	stft_sc: 0.069	stft_mag: 0.283
Iteration 39052:	Reduced Total Loss: 0.377	Total Loss: 0.377	reconstruct: 0.004	stft_sc: 0.072	stft_mag: 0.300
Iteration 39072:	Reduced Total Loss: 0.354	Total Loss: 0.354	reconstruct: 0.005	stft_sc: 0.080	stft_mag: 0.270
Iteration 39092:	Reduced Total Loss: 0.402	Total Loss: 0.402	reconstruct: 0.005	stft_sc: 0.103	stft_mag: 0.294
Iteration 39112:	Reduced Total Loss: 0.325	Total Loss: 0.325	reconstruct: 0.005	stft_sc: 0.048	stft_mag: 0.272
Iteration 39132:	Reduced Total Loss: 0.447	Total Loss: 0.447	reconstruct: 0.004	stft_sc: 0.056	stft_mag: 0.386
Iteration 39152:	Reduced Total Loss: 0.389	Total Loss: 0.389	reconstruct: 0.004	stft_sc: 0.070	stft_mag: 0.315
Iteration 39172:	Reduced Total Loss: 0.343	Total Loss: 0.343	reconstruct: 0.005	stft_sc: 0.091	stft_mag: 0.247
Iteration 39192:	Reduced Total Loss: 0.511	Total Loss: 0.511	reconstruct: 0.008	stft_sc: 0.141	stft_mag: 0.361
Iteration 39212:	Reduced Total Loss: 0.404	Total Loss: 0.404	reconstruct: 0.005	stft_sc: 0.091	stft_mag: 0.308
Iteration 39232:	Reduced Total Loss: 0.323	Total Loss: 0.323	reconstruct: 0.005	stft_sc: 0.081	stft_mag: 0.236
Iteration 39252:	Reduced Total Loss: 0.301	Total Loss: 0.301	reconstruct: 0.003	stft_sc: 0.065	stft_mag: 0.234
Iteration 39272:	Reduced Total Loss: 0.469	Total Loss: 0.469	reconstruct: 0.006	stft_sc: 0.188	stft_mag: 0.276
