num_gpus: 2
['train.py', '--config=configs/DNS-large-full-watermark.json', '--rank=0', '--group_name=group_2025_11_01-170034']
['train.py', '--config=configs/DNS-large-full-watermark.json', '--rank=1', '--group_name=group_2025_11_01-170034']
[Gloo] Rank 0 is connected to 1 peer ranks. Expected number of connected peer ranks is : 1
WATERMARK WEIGHT IN DATASET: 0.05
WATERMARK WEIGHT IN UTIL: 0.05
exp_path: DNS-large-full-watermark
Initializing Distributed
ckpt_directory:  ./exp/DNS-large-full-watermark/checkpoint
Data loaded
CleanUNet Parameters: 46.071937M;  
No valid checkpoint model found, start training from initialization.
iteration: 0 	reduced loss: 2.4584782 	loss: 2.4739847	decoding_loss: 0.9950740
iteration: 140000 	reduced loss: 1.0691388 	loss: 1.2345545	decoding_loss: 0.3282059
model at iteration 140000 is saved
mobilex:3601078:3601078 [0] NCCL INFO NCCL_SOCKET_IFNAME set by environment to ^lo,docker,virbr0
mobilex:3601078:3601078 [0] NCCL INFO Bootstrap: Using enp68s0:128.59.19.230<0>
mobilex:3601078:3601078 [0] NCCL INFO cudaDriverVersion 12050
mobilex:3601078:3601078 [0] NCCL INFO NCCL version 2.27.5+cuda12.9
mobilex:3601078:3601078 [0] NCCL INFO Comm config Blocking set to 1
mobilex:3601078:3601427 [0] NCCL INFO NET/Plugin: Could not find: libnccl-net.so. 
mobilex:3601078:3601427 [0] NCCL INFO NCCL_IB_DISABLE set by environment to 1.
mobilex:3601078:3601427 [0] NCCL INFO NCCL_SOCKET_IFNAME set by environment to ^lo,docker,virbr0
mobilex:3601078:3601427 [0] NCCL INFO NET/Socket : Using [0]enp68s0:128.59.19.230<0> [1]wlp69s0:192.168.0.9<0> [2]zt6ovqbhyl:10.147.20.1<0>
mobilex:3601078:3601427 [0] NCCL INFO Initialized NET plugin Socket
mobilex:3601078:3601427 [0] NCCL INFO Assigned NET plugin Socket to comm
mobilex:3601078:3601427 [0] NCCL INFO Using network Socket
mobilex:3601078:3601427 [0] NCCL INFO ncclCommInitRankConfig comm 0x5f65113b8f80 rank 0 nranks 2 cudaDev 0 nvmlDev 2 busId 4c000 commId 0x6f82470af1f9172e - Init START
mobilex:3601078:3601427 [0] NCCL INFO RAS client listening socket at 127.0.0.1<28028>
mobilex:3601078:3601427 [0] NCCL INFO Bootstrap timings total 0.010502 (create 0.000030, send 0.000144, recv 0.002024, ring 0.007851, delay 0.000000)
mobilex:3601078:3601427 [0] NCCL INFO comm 0x5f65113b8f80 rank 0 nRanks 2 nNodes 1 localRanks 2 localRank 0 MNNVL 0
mobilex:3601078:3601427 [0] NCCL INFO Channel 00/02 : 0 1
mobilex:3601078:3601427 [0] NCCL INFO Channel 01/02 : 0 1
mobilex:3601078:3601427 [0] NCCL INFO Trees [0] 1/-1/-1->0->-1 [1] 1/-1/-1->0->-1
mobilex:3601078:3601427 [0] NCCL INFO P2P Chunksize set to 131072
mobilex:3601078:3601427 [0] NCCL INFO PROFILER/Plugin: Could not find: libnccl-profiler.so. 
mobilex:3601078:3601427 [0] NCCL INFO Check P2P Type isAllDirectP2p 1 directMode 0
mobilex:3601078:3601432 [0] NCCL INFO [Proxy Service] Device 0 CPU core 21
mobilex:3601078:3601434 [0] NCCL INFO [Proxy Service UDS] Device 0 CPU core 14
mobilex:3601078:3601427 [0] NCCL INFO threadThresholds 8/8/64 | 16/8/64 | 512 | 512
mobilex:3601078:3601427 [0] NCCL INFO 2 coll channels, 2 collnet channels, 0 nvls channels, 2 p2p channels, 2 p2p channels per peer
mobilex:3601078:3601427 [0] NCCL INFO CC Off, workFifoBytes 1048576
mobilex:3601078:3601427 [0] NCCL INFO TUNER/Plugin: Could not find: libnccl-tuner.so. Using internal tuner plugin.
mobilex:3601078:3601427 [0] NCCL INFO ncclCommInitRankConfig comm 0x5f65113b8f80 rank 0 nranks 2 cudaDev 0 nvmlDev 2 busId 4c000 commId 0x6f82470af1f9172e - Init COMPLETE
mobilex:3601078:3601427 [0] NCCL INFO Init timings - ncclCommInitRankConfig: rank 0 nranks 2 total 0.15 (kernels 0.12, alloc 0.00, bootstrap 0.01, allgathers 0.00, topo 0.01, graphs 0.00, connections 0.00, rest 0.00)
mobilex:3601078:3601435 [0] NCCL INFO Channel 00/0 : 0[2] -> 1[3] via P2P/CUMEM
mobilex:3601078:3601435 [0] NCCL INFO Channel 01/0 : 0[2] -> 1[3] via P2P/CUMEM
mobilex:3601078:3601435 [0] NCCL INFO Connected all rings, use ring PXN 0 GDR 1
[rank0]:[W1102 19:53:37.360064581 ProcessGroupNCCL.cpp:1524] Warning: WARNING: destroy_process_group() was not called before program exit, which can leak resources. For more info, please see https://pytorch.org/docs/stable/distributed.html#shutdown (function operator())
mobilex:3601078:3890509 [0] NCCL INFO misc/socket.cc:64 -> 3
mobilex:3601078:3890509 [0] NCCL INFO misc/socket.cc:81 -> 3
mobilex:3601078:3890509 [0] NCCL INFO misc/socket.cc:863 -> 3
mobilex:3601078:3601432 [0] NCCL INFO misc/socket.cc:915 -> 3
mobilex:3601078:3890509 [0] NCCL INFO misc/socket.cc:64 -> 3
mobilex:3601078:3890509 [0] NCCL INFO misc/socket.cc:81 -> 3
mobilex:3601078:3890509 [0] NCCL INFO misc/socket.cc:863 -> 3
mobilex:3601078:3601432 [0] NCCL INFO misc/socket.cc:915 -> 3
mobilex:3601078:3890509 [0] NCCL INFO comm 0x5f65113b8f80 rank 0 nranks 2 cudaDev 0 busId 4c000 - Abort COMPLETE
